opinion	question	dataset
0	How is a size of a hectare compared to a football field	m
0	how does aa differ from womens for sobriety	m
0	how do alpha and beta forms of glucose differ	m
0	how does gestalt theory differ from functionalism?	m
1	how did baroque art differ from renaissance ?	m
0	how do carbs and protein need differ from strength/power athletes from others	m
0	what is a major difference between eukaryotic dna replication and prokaryotic dna replication?	m
0	what is difference between term life and whole life for seniors	m
0	What is the difference between general design and detailed design	m
0	What is the difference between clinical trial and registry participation	m
0	What is the difference between private equity fund and venture capital fund exempt reporting adviser	m
0	What is the difference between controller and comptroller	m
0	What is the difference between a premonition and a dream	m
0	what is difference between interval and ratio scales	m
0	what are the different types of dementia	m
0	what is difference between physician's assistant and medical doctor	m
0	what is difference between a warranty and guarantee	m
0	why is cardiac muscle different from smooth and skeletal muscle	m
0	how is unitarian monotheism different than trinitarian monotheism	m
1	what theory was a driving force in the us foreign policy	m
0	what is earliest date for easter	m
1	which is easier to make lava lamp or slime	m
1	what medicine is easy on stomach for headaches	m
0	which binoculars view farthest	m
0	how to get a flatter stomach fast	m
0	what foods burn calories faster to blast that fat	m
0	is bits goa cse better than nit surathkal	m
1	which azos clean your system faster	m
0	what are your favorite food	m
0	who is your favorite youtuber	m
0	which came first pepsi or a&w root beer	m
0	Who was the first number one song beatles	m
0	what animals were first on land	m
1	what is a.good vitamin to enhance the brain	m
0	what is a good side dish for cilantro lime chicken	m
1	what is a good set of golf clubs for a beginner	m
1	is zoe a good name	m
0	what vitamins are good for skin and acne	m
1	which vitamin is good for hair growth	m
0	is it good to use the internet as a research tool	m
1	what supplement is good for depression cartnenine	m
0	what are good dietary sources of biotin for dogs	m
1	what type of birth control pill is good for me	m
0	what is good for eczema	m
0	what are some great ways to improve your stream	m
0	which bleach helps fade cloth	m
0	which geographic region contains georgia's highest of population	m
0	What was highest  temperature in nigeria ever	m
0	is a pony a baby horse	m
0	which is larger land us or china	m
0	what planets are larger than mercury	m
0	what are the different types of responsibility army	m
0	is type ab blood more prone to anemia	m
0	Who was the latest judgment of supreme court on limitation as preliminary issue	m
0	who is leading overall for president	m
0	how to travel to moorea for less	m
0	what animal lives longest as pets	m
0	What is longest time a person held their breath	m
0	What is the meaning of active and passive use of solar energy	m
0	is tucson az more expensive place to live than florida	m
0	does interns get paid more than salary base accountant	m
0	which temperature is water more acidic?	m
1	what can make a brute force attack more difficult	m
1	what is more important behavior or attitude in an employee	m
0	is cantonese or mandarin spoken more often outside of china?	m
1	which summertimes smell cream creates a most pleasant memories	m
0	what lottery numbers are drawn most	m
0	where is hiv and aids most prevalent	m
0	which state produce most wheat	m
0	in which hemisphere are most land areas located?	m
0	what age do most women get cancer	m
0	which trait is most likely determined by genes	m
0	what type of crimes is marijuana most commonly related to	m
0	which demand curve is relatively most elastic	m
1	who is most evil in count of monte cristo	m
